"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 26 18:04:42 GMT 2022","Fri Aug 26 18:04:42 GMT 2022","0","","com.github.AllureReportTest","","com.github.AllureReportTest","","AllureReportTest",""
